gene,total,log2FC,p_perm
IL7R,73,1.5100329567205442,0.01365546218487395
NBAS,98,-0.8922694842410199,0.01365546218487395
RRN3,58,-0.7635706908234374,0.013736263736263736
MOAP1,143,-1.1059660786655552,0.013817065287653522
SOCS2,216,0.8454372838643678,0.013897866839043309
PITPNB,179,1.0864453833681644,0.01414027149321267
KPNA6,99,0.6787874144549177,0.014221073044602456
MAP7D3,106,1.0715721068866342,0.014301874595992243
LRP4,75,1.5515522261588097,0.014301874595992243
FARS2,124,-0.7944988498431137,0.014301874595992243
IMP4,123,1.0284762025428933,0.014301874595992243
PBRM1,146,0.7589577631389012,0.014382676147382029
CHCHD1,205,0.7605483862778549,0.014463477698771817
TRAF4,110,1.4634497506524216,0.014463477698771817
RIF1,91,1.1676739436210266,0.014463477698771817
AGAP3,59,0.9124597606573696,0.014544279250161603
SCLT1,85,1.060094056421213,0.014705882352941176
DIAPH1,198,1.3387910268062415,0.014786683904330963
UBL3,105,0.9101129605613735,0.014948287007110537
TCIRG1,71,0.9757691522120494,0.01510989010989011
CRYAB,151,-2.0336191035474243,0.01510989010989011
LCOR,80,1.3901612947183848,0.015190691661279896
PXDC1,83,1.7066216226516424,0.015271493212669683
RAB33A,63,-1.439496603540791,0.01535229476405947
USP37,65,1.065810537564167,0.015433096315449257
AKT2,56,0.8292042570080183,0.015513897866839044
PFKP,62,1.2574909247043926,0.01583710407239819
CNOT6L,148,-0.6074514889061561,0.015998707175177762
PMEPA1,211,2.1337510981465218,0.01607950872656755
COMT,188,-0.6338028158531102,0.01616031027795734
RP11-796E2.4,61,-1.514458661222015,0.01632191338073691
WARS,90,1.8298533886459145,0.016402714932126698
BID,91,0.8278432238496325,0.016402714932126698
NKAP,132,-1.136695388486086,0.016402714932126698
CCDC117,77,0.9029107238704822,0.016402714932126698
BCAR3,58,-1.4305960450523443,0.016483516483516484
GDF11,130,1.2487373443210497,0.01656431803490627
ZNF593,155,1.158109740101623,0.016645119586296057
SLC35E1,59,1.180185198536942,0.016645119586296057
