gene,log2FC,p_perm,empirical_p
PAQR3,1.4232281291832711,0.01906916612798966,0.1068326577880718
CTD-2583P5.3,-1.1761855278354254,0.01906916612798966,0.1068326577880718
MYD88,-0.9849766539738349,0.019149967679379445,0.10770121598147075
SEC23A,0.7327262215657202,0.01947317388493859,0.10799073537927041
TCERG1,0.7497539358090615,0.01947317388493859,0.10799073537927041
MCFD2,0.8013540566611728,0.019553975436328377,0.10856977417486971
KLF16,0.8173926526844248,0.019553975436328377,0.10856977417486971
SAMM50,-1.092347319689932,0.01971557853910795,0.10914881297046902
FOXJ3,0.7264841564862157,0.01971557853910795,0.10914881297046902
ACAA2,-1.0571828743659206,0.019796380090497737,0.10972785176606832
GRHPR,-1.1223085171310063,0.019796380090497737,0.10972785176606832
FAM120A,0.9303261814508805,0.019796380090497737,0.10972785176606832
MYCBP2,0.7616443468592016,0.019877181641887523,0.11059640995946729
OTULIN,0.8454372838643703,0.0200387847446671,0.11088592935726693
SUZ12,0.7882385568709154,0.02028118939883646,0.11117544875506659
WDR82,0.770055472022234,0.02028118939883646,0.11117544875506659
COPS5,-0.9180005216630283,0.02028118939883646,0.11117544875506659
MMP24-AS1,-0.9005395515968052,0.02028118939883646,0.11117544875506659
SQLE,1.3777851584221024,0.020523594053005818,0.1123335263462652
ARMCX1,-1.2036689628434052,0.02068519715578539,0.11262304574406486
SYNE3,1.4959233573051072,0.020765998707175177,0.1129125651418645
LCORL,1.232179836175204,0.020765998707175177,0.1129125651418645
NIPBL,0.7226750584559197,0.020846800258564963,0.11349160393746381
R3HDM4,1.1367770589183082,0.02092760180995475,0.11378112333526347
FOXK2,0.9911717366714099,0.02100840336134454,0.11407064273306311
CREG1,-0.530121777517909,0.021089204912734326,0.11436016213086277
CMC1,-0.7580764472771041,0.021089204912734326,0.11436016213086277
ARL6IP6,-0.7213921260968118,0.021170006464124112,0.11493920092646208
PHF13,0.8776376419240214,0.0212508080155139,0.11522872032426172
AKT1,0.6535868603297772,0.021331609566903685,0.11551823972206138
ATL3,1.2888408961389055,0.021493212669683258,0.11580775911986103
RAB9A,1.2566254807426922,0.02165481577246283,0.11609727851766068
MLLT6,0.7060088831899419,0.021735617323852617,0.11638679791546033
SVBP,-0.9061750862662402,0.021816418875242403,0.11667631731325999
CORO7,0.8852382919223454,0.021816418875242403,0.11667631731325999
DCAF5,0.7898187268436613,0.022301228183581125,0.11725535610885929
RRAGA,-0.963318993369848,0.02238202973497091,0.11754487550665894
MAFB,-1.5918140999241517,0.022543632837750485,0.1178343949044586
MRPL44,-0.910813981069758,0.02262443438914027,0.11812391430225826
EIF4EBP2,2.0065920756789497,0.022705235940530057,0.1184134337000579
PTPN2,0.7754056046235399,0.022786037491919844,0.11870295309785756
USP10,0.9044475496252771,0.022786037491919844,0.11870295309785756
PIK3IP1,-1.017923443918692,0.022786037491919844,0.11870295309785756
TEC,1.319414090291072,0.02286683904330963,0.11957151129125651
HYAL3,1.306818637067961,0.022947640594699416,0.11986103068905617
MGAT1,0.5037007078968261,0.023109243697478993,0.12015055008685582
MTHFS,-1.4034273488332687,0.023270846800258566,0.12044006948465547
